,core_genes,extended_genes,core_source,extended_source
0,BRCA2,FHIT,Malacards,RegNetwork
1,BRCA2,ESR1,Malacards,RegNetwork
2,BRCA2,RAD51,Malacards,RegNetwork
3,BRCA2,ETS1,Malacards,RegNetwork
4,BRCA2,MYC,Malacards,RegNetwork
5,BRCA2,NFKB1,Malacards,RegNetwork
6,BRCA2,RAD51,Malacards,RegNetwork
7,BRCA2,RELA,Malacards,RegNetwork
8,BRCA2,TP53,Malacards,RegNetwork
9,BRCA2,USF1,Malacards,RegNetwork
10,BRCA2,USF2,Malacards,RegNetwork
11,BRCA2,PLK1,Malacards,STRING
12,BRCA2,RAD51,Malacards,STRING
13,BRCA2,PALB2,Malacards,STRING
14,BRCA2,CDK2,Malacards,STRING
15,BRCA2,SHFM1,Malacards,STRING
16,BRCA2,TP53,Malacards,STRING
17,BRCA2,XRCC3,Malacards,STRING
18,BRCA2,BRCA1,Malacards,STRING
19,BRCA2,DMC1,Malacards,STRING
20,BRCA2,HMG20B,Malacards,STRING
21,BRCA2,FANCD2,Malacards,STRING
22,BRCA2,BARD1,Malacards,STRING
23,BRCA2,FANCG,Malacards,STRING
24,PALB2,E2F1,Malacards,RegNetwork
25,PALB2,E2F2,Malacards,RegNetwork
26,PALB2,BRCA1,Malacards,STRING
27,PALB2,RAD51,Malacards,STRING
28,PALB2,KEAP1,Malacards,STRING
29,PALB2,BRCA2,Malacards,STRING
30,PALB2,MORF4L1,Malacards,STRING
31,PALB2,MORF4L2,Malacards,STRING
32,CHEK2,ATM,Malacards,RegNetwork
33,CHEK2,TP53,Malacards,RegNetwork
34,CHEK2,TP53,Malacards,RegNetwork
35,CHEK2,ILKAP,Malacards,STRING
36,CHEK2,CDC25A,Malacards,STRING
37,CHEK2,TP53,Malacards,STRING
38,CHEK2,BRCA1,Malacards,STRING
39,CHEK2,CDC25C,Malacards,STRING
40,CHEK2,ATM,Malacards,STRING
41,BRIP1,MLH1,Malacards,STRING
42,BRIP1,PMS2,Malacards,STRING
43,BRIP1,TOPBP1,Malacards,STRING
44,BRIP1,BARD1,Malacards,STRING
45,BRIP1,BRCA1,Malacards,STRING
46,RAD51,BRCA2,Malacards,RegNetwork
47,RAD51,BRCA2,Malacards,RegNetwork
48,RAD51,E2F1,Malacards,RegNetwork
49,RAD51,E2F2,Malacards,RegNetwork
50,RAD51,E2F4,Malacards,RegNetwork
51,RAD51,MYB,Malacards,RegNetwork
52,RAD51,MYC,Malacards,RegNetwork
53,RAD51,TP53,Malacards,RegNetwork
54,RAD51,BRCA2,Malacards,STRING
55,RAD51,RAD52,Malacards,STRING
56,RAD51,BLM,Malacards,STRING
57,RAD51,XRCC2,Malacards,STRING
58,RAD51,FANCD2,Malacards,STRING
59,RAD51,H2AFX,Malacards,STRING
60,RAD51,PALB2,Malacards,STRING
61,RAD51,ATRX,Malacards,STRING
62,RAD51,SUMO1,Malacards,STRING
63,RAD51,DMC1,Malacards,STRING
64,RAD51,RAD51AP1,Malacards,STRING
65,RAD51,XRCC3,Malacards,STRING
66,RAD51,BRCA1,Malacards,STRING
67,RAD51,TP53,Malacards,STRING
68,RAD51,ABL1,Malacards,STRING
69,PIK3CA,ESR1,Malacards,RegNetwork
70,PIK3CA,PGR,Malacards,RegNetwork
71,PIK3CA,TP53,Malacards,RegNetwork
72,PIK3CA,PIK3R1,Malacards,STRING
73,PIK3CA,EGFR,Malacards,STRING
74,PIK3CA,PIK3R3,Malacards,STRING
75,PIK3CA,HRAS,Malacards,STRING
76,PIK3CA,IRS1,Malacards,STRING
77,PIK3CA,PIK3R2,Malacards,STRING
78,PIK3CA,AKT1,Malacards,STRING
79,AKT1,hsa-miR-125b,Malacards,RegNetwork
80,AKT1,hsa-miR-155,Malacards,RegNetwork
81,AKT1,hsa-miR-181c,Malacards,RegNetwork
82,AKT1,hsa-miR-22,Malacards,RegNetwork
83,AKT1,AR,Malacards,RegNetwork
84,AKT1,ESR1,Malacards,RegNetwork
85,AKT1,FOXO1,Malacards,RegNetwork
86,AKT1,FOXO3,Malacards,RegNetwork
87,AKT1,IKBKB,Malacards,RegNetwork
88,AKT1,IKBKG,Malacards,RegNetwork
89,AKT1,NFKB1,Malacards,RegNetwork
90,AKT1,NFKB1,Malacards,RegNetwork
91,AKT1,NFKBIA,Malacards,RegNetwork
92,AKT1,NFKBIB,Malacards,RegNetwork
93,AKT1,NKX3-1,Malacards,RegNetwork
94,AKT1,PPARA,Malacards,RegNetwork
95,AKT1,PPARG,Malacards,RegNetwork
96,AKT1,RELA,Malacards,RegNetwork
97,AKT1,RELA,Malacards,RegNetwork
98,AKT1,TP53,Malacards,RegNetwork
99,AKT1,MTOR,Malacards,STRING
100,AKT1,MAPKAP1,Malacards,STRING
101,AKT1,MDM2,Malacards,STRING
102,AKT1,RAF1,Malacards,STRING
103,AKT1,BRCA1,Malacards,STRING
104,AKT1,ILK,Malacards,STRING
105,AKT1,RICTOR,Malacards,STRING
106,AKT1,BRAF,Malacards,STRING
107,AKT1,PRKCZ,Malacards,STRING
108,AKT1,CDC37,Malacards,STRING
109,AKT1,EP300,Malacards,STRING
110,AKT1,HSP90AA1,Malacards,STRING
111,AKT1,AR,Malacards,STRING
112,AKT1,CDKN1A,Malacards,STRING
113,AKT1,FOXO3,Malacards,STRING
114,AKT1,PPP2CA,Malacards,STRING
115,AKT1,BAD,Malacards,STRING
116,AKT1,NOS3,Malacards,STRING
117,AKT1,HSPB1,Malacards,STRING
118,AKT1,MAPK14,Malacards,STRING
119,AKT1,CHUK,Malacards,STRING
120,AKT1,FOXO1,Malacards,STRING
121,AKT1,PAK1,Malacards,STRING
122,AKT1,AKT2,Malacards,STRING
123,AKT1,PIK3CA,Malacards,STRING
124,AKT1,APPL1,Malacards,STRING
125,AKT1,SKP2,Malacards,STRING
126,AKT1,MAPKAPK2,Malacards,STRING
127,AKT1,IKBKB,Malacards,STRING
128,AKT1,XIAP,Malacards,STRING
129,AKT1,GSK3A,Malacards,STRING
130,AKT1,TCL1A,Malacards,STRING
131,AKT1,CDKN1B,Malacards,STRING
132,AKT1,PDPK1,Malacards,STRING
133,AKT1,RPS6KB1,Malacards,STRING
134,AKT1,TERT,Malacards,STRING
135,AKT1,GSK3B,Malacards,STRING
136,AKT1,THEM4,Malacards,STRING
137,CDH1,CTNNB1,Malacards,RegNetwork
138,CDH1,ESR1,Malacards,RegNetwork
139,CDH1,HOXD9,Malacards,RegNetwork
140,CDH1,WT1,Malacards,RegNetwork
141,CDH1,PSEN1,Malacards,STRING
142,CDH1,CTNNA1,Malacards,STRING
143,CDH1,EGFR,Malacards,STRING
144,CDH1,CTNNB1,Malacards,STRING
145,CDH1,CTNND1,Malacards,STRING
146,CDH1,CDC27,Malacards,STRING
147,CDH1,CBLL1,Malacards,STRING
148,CDH1,JUP,Malacards,STRING
149,CDH1,SKP2,Malacards,STRING
150,CDH1,KLRG1,Malacards,STRING
151,CDH1,SRC,Malacards,STRING
152,CDH1,FGFR1,Malacards,STRING
153,ESR1,DFFB,Malacards,RegNetwork
154,ESR1,GADD45G,Malacards,RegNetwork
155,ESR1,SOCS2,Malacards,RegNetwork
156,ESR1,TFAP2C,Malacards,RegNetwork
157,ESR1,hsa-miR-92a,Malacards,RegNetwork
158,ESR1,hsa-miR-363,Malacards,RegNetwork
159,ESR1,hsa-miR-222,Malacards,RegNetwork
160,ESR1,hsa-miR-221,Malacards,RegNetwork
161,ESR1,hsa-miR-21,Malacards,RegNetwork
162,ESR1,hsa-miR-20b,Malacards,RegNetwork
163,ESR1,hsa-miR-20a,Malacards,RegNetwork
164,ESR1,hsa-miR-19b,Malacards,RegNetwork
165,ESR1,hsa-miR-19a,Malacards,RegNetwork
166,ESR1,hsa-miR-18b,Malacards,RegNetwork
167,ESR1,hsa-miR-18a,Malacards,RegNetwork
168,ESR1,hsa-miR-17,Malacards,RegNetwork
169,ESR1,hsa-miR-106a,Malacards,RegNetwork
170,ESR1,ZNF398,Malacards,RegNetwork
171,ESR1,WNT7A,Malacards,RegNetwork
172,ESR1,WISP2,Malacards,RegNetwork
173,ESR1,UBE3A,Malacards,RegNetwork
174,ESR1,UBE2L3,Malacards,RegNetwork
175,ESR1,TSC22D3,Malacards,RegNetwork
176,ESR1,TNFRSF11B,Malacards,RegNetwork
177,ESR1,TIMP4,Malacards,RegNetwork
178,ESR1,TGFA,Malacards,RegNetwork
179,ESR1,TFF1,Malacards,RegNetwork
180,ESR1,TERT,Malacards,RegNetwork
181,ESR1,TAC3,Malacards,RegNetwork
182,ESR1,STAT5A,Malacards,RegNetwork
183,ESR1,SRC,Malacards,RegNetwork
184,ESR1,SP3,Malacards,RegNetwork
185,ESR1,SP1,Malacards,RegNetwork
186,ESR1,SOCS3,Malacards,RegNetwork
187,ESR1,SMARCA2,Malacards,RegNetwork
188,ESR1,SMARCA1,Malacards,RegNetwork
189,ESR1,SMAD4,Malacards,RegNetwork
190,ESR1,SHC1,Malacards,RegNetwork
191,ESR1,SERPINE1,Malacards,RegNetwork
192,ESR1,SERPINB9,Malacards,RegNetwork
193,ESR1,SERPINB5,Malacards,RegNetwork
194,ESR1,SELE,Malacards,RegNetwork
195,ESR1,RUNX2,Malacards,RegNetwork
196,ESR1,REXO4,Malacards,RegNetwork
197,ESR1,REN,Malacards,RegNetwork
198,ESR1,RARA,Malacards,RegNetwork
199,ESR1,PTPRG,Malacards,RegNetwork
200,ESR1,PTMA,Malacards,RegNetwork
201,ESR1,PSG1,Malacards,RegNetwork
202,ESR1,PPARG,Malacards,RegNetwork
203,ESR1,POU1F1,Malacards,RegNetwork
204,ESR1,PNRC1,Malacards,RegNetwork
205,ESR1,PIK3CA,Malacards,RegNetwork
206,ESR1,PGR,Malacards,RegNetwork
207,ESR1,PELP1,Malacards,RegNetwork
208,ESR1,OXT,Malacards,RegNetwork
209,ESR1,NT5E,Malacards,RegNetwork
210,ESR1,NR3C2,Malacards,RegNetwork
211,ESR1,NR0B2,Malacards,RegNetwork
212,ESR1,NOS3,Malacards,RegNetwork
213,ESR1,NOS2,Malacards,RegNetwork
214,ESR1,NOL3,Malacards,RegNetwork
215,ESR1,NCOR1,Malacards,RegNetwork
216,ESR1,NCOA3,Malacards,RegNetwork
217,ESR1,NCOA2,Malacards,RegNetwork
218,ESR1,NCOA1,Malacards,RegNetwork
219,ESR1,MYC,Malacards,RegNetwork
220,ESR1,MYB,Malacards,RegNetwork
221,ESR1,MMP26,Malacards,RegNetwork
222,ESR1,MEP1B,Malacards,RegNetwork
223,ESR1,MDM2,Malacards,RegNetwork
224,ESR1,MACROD1,Malacards,RegNetwork
225,ESR1,LTF,Malacards,RegNetwork
226,ESR1,KRT19,Malacards,RegNetwork
227,ESR1,KAT2B,Malacards,RegNetwork
228,ESR1,JUNB,Malacards,RegNetwork
229,ESR1,JUN,Malacards,RegNetwork
230,ESR1,ITGB1,Malacards,RegNetwork
231,ESR1,ITGA2,Malacards,RegNetwork
232,ESR1,IL8,Malacards,RegNetwork
233,ESR1,IGF1,Malacards,RegNetwork
234,ESR1,IFNAR1,Malacards,RegNetwork
235,ESR1,HSPB1,Malacards,RegNetwork
236,ESR1,HOXA10,Malacards,RegNetwork
237,ESR1,GRIN2D,Malacards,RegNetwork
238,ESR1,GNRH1,Malacards,RegNetwork
239,ESR1,GADD45B,Malacards,RegNetwork
240,ESR1,GADD45A,Malacards,RegNetwork
241,ESR1,FOXO1,Malacards,RegNetwork
242,ESR1,FOS,Malacards,RegNetwork
243,ESR1,FBLN1,Malacards,RegNetwork
244,ESR1,F12,Malacards,RegNetwork
245,ESR1,ESRRA,Malacards,RegNetwork
246,ESR1,ERG,Malacards,RegNetwork
247,ESR1,EGFR,Malacards,RegNetwork
248,ESR1,EGF,Malacards,RegNetwork
249,ESR1,EBAG9,Malacards,RegNetwork
250,ESR1,E2F1,Malacards,RegNetwork
251,ESR1,CYR61,Malacards,RegNetwork
252,ESR1,CYP27B1,Malacards,RegNetwork
253,ESR1,CYP1B1,Malacards,RegNetwork
254,ESR1,CYP1A1,Malacards,RegNetwork
255,ESR1,CYP19A1,Malacards,RegNetwork
256,ESR1,CXCL12,Malacards,RegNetwork
257,ESR1,CRYZ,Malacards,RegNetwork
258,ESR1,CRHBP,Malacards,RegNetwork
259,ESR1,CGA,Malacards,RegNetwork
260,ESR1,CDKN1A,Malacards,RegNetwork
261,ESR1,CDH1,Malacards,RegNetwork
262,ESR1,CCND1,Malacards,RegNetwork
263,ESR1,CAV2,Malacards,RegNetwork
264,ESR1,CAV1,Malacards,RegNetwork
265,ESR1,CAD,Malacards,RegNetwork
266,ESR1,C3,Malacards,RegNetwork
267,ESR1,BTF3P11,Malacards,RegNetwork
268,ESR1,BMP6,Malacards,RegNetwork
269,ESR1,B4GALNT2,Malacards,RegNetwork
270,ESR1,AVP,Malacards,RegNetwork
271,ESR1,APOE,Malacards,RegNetwork
272,ESR1,APOA1,Malacards,RegNetwork
273,ESR1,ANGPTL4,Malacards,RegNetwork
274,ESR1,AKT2,Malacards,RegNetwork
275,ESR1,AKT1,Malacards,RegNetwork
276,ESR1,AR,Malacards,RegNetwork
277,ESR1,BRCA1,Malacards,RegNetwork
278,ESR1,BRCA2,Malacards,RegNetwork
279,ESR1,ERG,Malacards,RegNetwork
280,ESR1,HIF1A,Malacards,RegNetwork
281,ESR1,JUN,Malacards,RegNetwork
282,ESR1,PPARG,Malacards,RegNetwork
283,ESR1,RARA,Malacards,RegNetwork
284,ESR1,SMAD4,Malacards,RegNetwork
285,ESR1,SP1,Malacards,RegNetwork
286,ESR1,SP3,Malacards,RegNetwork
287,ESR1,STAT5A,Malacards,RegNetwork
288,ESR1,STAT5B,Malacards,RegNetwork
289,ESR1,TFAP2C,Malacards,RegNetwork
290,ESR1,TP53,Malacards,RegNetwork
291,ESR1,USF1,Malacards,RegNetwork
292,ESR1,DDX5,Malacards,STRING
293,ESR1,PGR,Malacards,STRING
294,ESR1,NCOR1,Malacards,STRING
295,ESR1,AHR,Malacards,STRING
296,ESR1,UBE3A,Malacards,STRING
297,ESR1,SRC,Malacards,STRING
298,ESR1,YWHAB,Malacards,STRING
299,ESR1,CEBPB,Malacards,STRING
300,ESR1,PTGES3,Malacards,STRING
301,ESR1,KAT5,Malacards,STRING
302,ESR1,TRIM24,Malacards,STRING
303,ESR1,IGF1R,Malacards,STRING
304,ESR1,CALM1,Malacards,STRING
305,ESR1,SP1,Malacards,STRING
306,ESR1,STUB1,Malacards,STRING
307,ESR1,ESR2,Malacards,STRING
308,ESR1,HSPA8,Malacards,STRING
309,ESR1,TFF1,Malacards,STRING
310,ESR1,CCND1,Malacards,STRING
311,ESR1,NRIP1,Malacards,STRING
312,ESR1,FOXO3,Malacards,STRING
313,ESR1,HDAC1,Malacards,STRING
314,ESR1,PHB2,Malacards,STRING
315,ESR1,CALM2,Malacards,STRING
316,ESR1,MED1,Malacards,STRING
317,ESR1,NCOA6,Malacards,STRING
318,ESR1,CALM3,Malacards,STRING
319,ESR1,NCOA1,Malacards,STRING
320,ESR1,MDM2,Malacards,STRING
321,ESR1,TP53,Malacards,STRING
322,ESR1,NCOR2,Malacards,STRING
323,ESR1,MTA1,Malacards,STRING
324,ESR1,BRCA1,Malacards,STRING
325,ESR1,RELA,Malacards,STRING
326,ESR1,CREBBP,Malacards,STRING
327,ESR1,HSP90AA1,Malacards,STRING
328,ESR1,NCOA3,Malacards,STRING
329,ESR1,NCOA2,Malacards,STRING
330,ESR1,PIK3R1,Malacards,STRING
331,ESR1,HSPA4,Malacards,STRING
332,ESR1,EP300,Malacards,STRING
333,ATM,TP53,Malacards,RegNetwork
334,ATM,CHEK2,Malacards,RegNetwork
335,ATM,CHEK1,Malacards,RegNetwork
336,ATM,ATF1,Malacards,RegNetwork
337,ATM,E2F4,Malacards,RegNetwork
338,ATM,MYC,Malacards,RegNetwork
339,ATM,TP53,Malacards,RegNetwork
340,ATM,RBBP8,Malacards,STRING
341,ATM,H2AFX,Malacards,STRING
342,ATM,CHEK2,Malacards,STRING
343,ATM,TP53BP1,Malacards,STRING
344,ATM,NBN,Malacards,STRING
345,ATM,IKBKG,Malacards,STRING
346,ATM,ABL1,Malacards,STRING
347,ATM,BRCA1,Malacards,STRING
348,ATM,MDC1,Malacards,STRING
349,ATM,TP53,Malacards,STRING
350,ATM,MDM2,Malacards,STRING
351,BARD1,E2F4,Malacards,RegNetwork
352,BARD1,FLI1,Malacards,RegNetwork
353,BARD1,MYC,Malacards,RegNetwork
354,BARD1,RBBP8,Malacards,STRING
355,BARD1,BRCA2,Malacards,STRING
356,BARD1,UBE2D1,Malacards,STRING
357,BARD1,CSTF1,Malacards,STRING
358,BARD1,BRIP1,Malacards,STRING
359,BARD1,UBE2D3,Malacards,STRING
360,BARD1,BRCA1,Malacards,STRING
361,BARD1,TP53,Malacards,STRING
362,RAD54L,E2F1,Malacards,RegNetwork
363,RAD54L,E2F4,Malacards,RegNetwork
364,RAD54L,MYC,Malacards,RegNetwork
365,TP53,CCNG2,Malacards,RegNetwork
366,TP53,CCNH,Malacards,RegNetwork
367,TP53,CDC14A,Malacards,RegNetwork
368,TP53,CDC14B,Malacards,RegNetwork
369,TP53,CDC25C,Malacards,RegNetwork
370,TP53,CDH13,Malacards,RegNetwork
371,TP53,CDX1,Malacards,RegNetwork
372,TP53,CEBPA,Malacards,RegNetwork
373,TP53,CFLAR,Malacards,RegNetwork
374,TP53,CGA,Malacards,RegNetwork
375,TP53,CHEK1,Malacards,RegNetwork
376,TP53,CHEK2,Malacards,RegNetwork
377,TP53,CHGA,Malacards,RegNetwork
378,TP53,CHUK,Malacards,RegNetwork
379,TP53,CLK1,Malacards,RegNetwork
380,TP53,COQ7,Malacards,RegNetwork
381,TP53,CSF1,Malacards,RegNetwork
382,TP53,CTNNB1,Malacards,RegNetwork
383,TP53,CTSD,Malacards,RegNetwork
384,TP53,CX3CL1,Malacards,RegNetwork
385,TP53,DGKA,Malacards,RegNetwork
386,TP53,DGKB,Malacards,RegNetwork
387,TP53,DGKD,Malacards,RegNetwork
388,TP53,DGKE,Malacards,RegNetwork
389,TP53,DGKG,Malacards,RegNetwork
390,TP53,DKK1,Malacards,RegNetwork
391,TP53,DUSP1,Malacards,RegNetwork
392,TP53,DUSP12,Malacards,RegNetwork
393,TP53,E2F1,Malacards,RegNetwork
394,TP53,E2F2,Malacards,RegNetwork
395,TP53,E2F3,Malacards,RegNetwork
396,TP53,E2F4,Malacards,RegNetwork
397,TP53,E2F5,Malacards,RegNetwork
398,TP53,EEF1A1,Malacards,RegNetwork
399,TP53,EEF1A2,Malacards,RegNetwork
400,TP53,EFEMP1,Malacards,RegNetwork
401,TP53,EGFR,Malacards,RegNetwork
402,TP53,EGR1,Malacards,RegNetwork
403,TP53,EPCAM,Malacards,RegNetwork
404,TP53,EPHA2,Malacards,RegNetwork
405,TP53,ERBB2,Malacards,RegNetwork
406,TP53,ESR1,Malacards,RegNetwork
407,TP53,ETS1,Malacards,RegNetwork
408,TP53,EZH2,Malacards,RegNetwork
409,TP53,FBLN1,Malacards,RegNetwork
410,TP53,FBLN2,Malacards,RegNetwork
411,TP53,FDXR,Malacards,RegNetwork
412,TP53,FKBP3,Malacards,RegNetwork
413,TP53,FNBP4,Malacards,RegNetwork
414,TP53,FOS,Malacards,RegNetwork
415,TP53,FOXD1,Malacards,RegNetwork
416,TP53,GADD45B,Malacards,RegNetwork
417,TP53,GADD45G,Malacards,RegNetwork
418,TP53,GAMT,Malacards,RegNetwork
419,TP53,GAS1,Malacards,RegNetwork
420,TP53,GCLM,Malacards,RegNetwork
421,TP53,GDF15,Malacards,RegNetwork
422,TP53,GML,Malacards,RegNetwork
423,TP53,GTSE1,Malacards,RegNetwork
424,TP53,HIPK2,Malacards,RegNetwork
425,TP53,HMGN2,Malacards,RegNetwork
426,TP53,HSP90AB1,Malacards,RegNetwork
427,TP53,HSPA1A,Malacards,RegNetwork
428,TP53,HSPA4,Malacards,RegNetwork
429,TP53,HTT,Malacards,RegNetwork
430,TP53,IER3,Malacards,RegNetwork
431,TP53,IFI16,Malacards,RegNetwork
432,TP53,IGF1R,Malacards,RegNetwork
433,TP53,IL11,Malacards,RegNetwork
434,TP53,IL15,Malacards,RegNetwork
435,TP53,IL15RA,Malacards,RegNetwork
436,TP53,IL1B,Malacards,RegNetwork
437,TP53,ATM,Malacards,RegNetwork
438,TP53,ATR,Malacards,RegNetwork
439,TP53,BAX,Malacards,RegNetwork
440,TP53,BCL2,Malacards,RegNetwork
441,TP53,CDKN1A,Malacards,RegNetwork
442,TP53,CHEK1,Malacards,RegNetwork
443,TP53,CHEK2,Malacards,RegNetwork
444,TP53,CREBBP,Malacards,RegNetwork
445,TP53,EP300,Malacards,RegNetwork
446,TP53,MAPK10,Malacards,RegNetwork
447,TP53,MAPK11,Malacards,RegNetwork
448,TP53,MAPK12,Malacards,RegNetwork
449,TP53,MAPK13,Malacards,RegNetwork
450,TP53,MAPK14,Malacards,RegNetwork
451,TP53,MAPK8,Malacards,RegNetwork
452,TP53,MAPK9,Malacards,RegNetwork
453,TP53,MDM2,Malacards,RegNetwork
454,TP53,MDM4,Malacards,RegNetwork
455,TP53,PRKDC,Malacards,RegNetwork
456,TP53,SIAH1,Malacards,RegNetwork
457,TP53,TP73,Malacards,RegNetwork
458,TP53,ATF3,Malacards,RegNetwork
459,TP53,BAG1,Malacards,RegNetwork
460,TP53,BAI2,Malacards,RegNetwork
461,TP53,BAK1,Malacards,RegNetwork
462,TP53,BBC3,Malacards,RegNetwork
463,TP53,BCL2,Malacards,RegNetwork
464,TP53,BCL2L1,Malacards,RegNetwork
465,TP53,BCL3,Malacards,RegNetwork
466,TP53,BDKRB1,Malacards,RegNetwork
467,TP53,BIRC2,Malacards,RegNetwork
468,TP53,BIRC3,Malacards,RegNetwork
469,TP53,BIRC5,Malacards,RegNetwork
470,TP53,BIRC6,Malacards,RegNetwork
471,TP53,BIRC7,Malacards,RegNetwork
472,TP53,BIRC8,Malacards,RegNetwork
473,TP53,BLM,Malacards,RegNetwork
474,TP53,BRCA1,Malacards,RegNetwork
475,TP53,BRCA2,Malacards,RegNetwork
476,TP53,BTG1,Malacards,RegNetwork
477,TP53,C16orf53,Malacards,RegNetwork
478,TP53,CABLES1,Malacards,RegNetwork
479,TP53,CASP1,Malacards,RegNetwork
480,TP53,CASP3,Malacards,RegNetwork
481,TP53,CASP8,Malacards,RegNetwork
482,TP53,CCNA1,Malacards,RegNetwork
483,TP53,CCNA2,Malacards,RegNetwork
484,TP53,CCNB1,Malacards,RegNetwork
485,TP53,CCND1,Malacards,RegNetwork
486,TP53,CCNE1,Malacards,RegNetwork
487,TP53,IL2,Malacards,RegNetwork
488,TP53,IL4,Malacards,RegNetwork
489,TP53,IL6,Malacards,RegNetwork
490,TP53,hsa-miR-519d,Malacards,RegNetwork
491,TP53,hsa-miR-34c,Malacards,RegNetwork
492,TP53,hsa-miR-34b,Malacards,RegNetwork
493,TP53,hsa-miR-34a,Malacards,RegNetwork
494,TP53,hsa-miR-215,Malacards,RegNetwork
495,TP53,hsa-miR-200c,Malacards,RegNetwork
496,TP53,hsa-miR-200b,Malacards,RegNetwork
497,TP53,hsa-miR-200a,Malacards,RegNetwork
498,TP53,hsa-miR-194,Malacards,RegNetwork
499,TP53,hsa-miR-192,Malacards,RegNetwork
500,TP53,hsa-miR-155,Malacards,RegNetwork
501,TP53,hsa-miR-145,Malacards,RegNetwork
502,TP53,hsa-miR-143,Malacards,RegNetwork
503,TP53,hsa-miR-125b,Malacards,RegNetwork
504,TP53,hsa-miR-107,Malacards,RegNetwork
505,TP53,IL8,Malacards,RegNetwork
506,TP53,ING1,Malacards,RegNetwork
507,TP53,KAT5,Malacards,RegNetwork
508,TP53,KIN,Malacards,RegNetwork
509,TP53,KLF6,Malacards,RegNetwork
510,TP53,KLK3,Malacards,RegNetwork
511,TP53,KLKB1,Malacards,RegNetwork
512,TP53,LGALS3,Malacards,RegNetwork
513,TP53,LIG1,Malacards,RegNetwork
514,TP53,LIG3,Malacards,RegNetwork
515,TP53,LIG4,Malacards,RegNetwork
516,TP53,LITAF,Malacards,RegNetwork
517,TP53,LOC254896,Malacards,RegNetwork
518,TP53,LPPR1,Malacards,RegNetwork
519,TP53,LRIG1,Malacards,RegNetwork
520,TP53,LSR,Malacards,RegNetwork
521,TP53,MAD1L1,Malacards,RegNetwork
522,TP53,MAPK1,Malacards,RegNetwork
523,TP53,MAPK8,Malacards,RegNetwork
524,TP53,MAPK9,Malacards,RegNetwork
525,TP53,MBD4,Malacards,RegNetwork
526,TP53,MCM2,Malacards,RegNetwork
527,TP53,MCM7,Malacards,RegNetwork
528,TP53,MDM2,Malacards,RegNetwork
529,TP53,MDM4,Malacards,RegNetwork
530,TP53,MGMT,Malacards,RegNetwork
531,TP53,MIF,Malacards,RegNetwork
532,TP53,MKI67,Malacards,RegNetwork
533,TP53,MMAB,Malacards,RegNetwork
534,TP53,MMP13,Malacards,RegNetwork
535,TP53,MMP2,Malacards,RegNetwork
536,TP53,MSH2,Malacards,RegNetwork
537,TP53,MUC2,Malacards,RegNetwork
538,TP53,MYC,Malacards,RegNetwork
539,TP53,NAIP,Malacards,RegNetwork
540,TP53,NDRG1,Malacards,RegNetwork
541,TP53,NFIC,Malacards,RegNetwork
542,TP53,NHLH2,Malacards,RegNetwork
543,TP53,NINJ1,Malacards,RegNetwork
544,TP53,NINJ2,Malacards,RegNetwork
545,TP53,NLRC4,Malacards,RegNetwork
546,TP53,NME1,Malacards,RegNetwork
547,TP53,NOL3,Malacards,RegNetwork
548,TP53,NOS2,Malacards,RegNetwork
549,TP53,NOS3,Malacards,RegNetwork
550,TP53,NTHL1,Malacards,RegNetwork
551,TP53,P2RX1,Malacards,RegNetwork
552,TP53,P2RX2,Malacards,RegNetwork
553,TP53,P2RX3,Malacards,RegNetwork
554,TP53,P2RX4,Malacards,RegNetwork
555,TP53,P2RX5,Malacards,RegNetwork
556,TP53,P2RX6,Malacards,RegNetwork
557,TP53,PAPD7,Malacards,RegNetwork
558,TP53,PCBP4,Malacards,RegNetwork
559,TP53,PCNA,Malacards,RegNetwork
560,TP53,PEG3,Malacards,RegNetwork
561,TP53,PIAS3,Malacards,RegNetwork
562,TP53,PIDD,Malacards,RegNetwork
563,TP53,PIK3CA,Malacards,RegNetwork
564,TP53,PLK1,Malacards,RegNetwork
565,TP53,PLK2,Malacards,RegNetwork
566,TP53,PLK3,Malacards,RegNetwork
567,TP53,PML,Malacards,RegNetwork
568,TP53,POLD1,Malacards,RegNetwork
569,TP53,PPM1D,Malacards,RegNetwork
570,TP53,PPP1R7,Malacards,RegNetwork
571,TP53,PPP2R4,Malacards,RegNetwork
572,TP53,PRG1,Malacards,RegNetwork
573,TP53,PRKAB1,Malacards,RegNetwork
574,TP53,PRODH,Malacards,RegNetwork
575,TP53,PSEN1,Malacards,RegNetwork
576,TP53,PTGS1,Malacards,RegNetwork
577,TP53,PTGS2,Malacards,RegNetwork
578,TP53,PTHLH,Malacards,RegNetwork
579,TP53,PTK2B,Malacards,RegNetwork
580,TP53,PTPN13,Malacards,RegNetwork
581,TP53,PTTG1,Malacards,RegNetwork
582,TP53,RAD51,Malacards,RegNetwork
583,TP53,RAD51B,Malacards,RegNetwork
584,TP53,RB1,Malacards,RegNetwork
585,TP53,RCHY1,Malacards,RegNetwork
586,TP53,RELA,Malacards,RegNetwork
587,TP53,REXO2,Malacards,RegNetwork
588,TP53,RFWD2,Malacards,RegNetwork
589,TP53,RHOA,Malacards,RegNetwork
590,TP53,RPRM,Malacards,RegNetwork
591,TP53,RPS6KA1,Malacards,RegNetwork
592,TP53,RRM2,Malacards,RegNetwork
593,TP53,S100A4,Malacards,RegNetwork
